Depmap ID,Expression Public 22Q4,Cell Line Name,Primary Disease,Lineage,Lineage Subtype
ACH-001210,0,TTC1240,Rhabdoid Cancer,Kidney,Rhabdoid Cancer
ACH-001211,0.056583528,TTC549,Embryonal Tumor,CNS/Brain,Embryonal Tumor
ACH-001228,1.580145484,UPCISCC152,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001229,0,UPCISCC154,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001232,1.432959407,UW228,Embryonal Tumor,CNS/Brain,Embryonal Tumor
ACH-001239,3.477677328,WM2664,Melanoma,Skin,Melanoma
ACH-001270,0.124328135,127399,Synovial Sarcoma,Soft Tissue,Synovial Sarcoma
ACH-001274,0.678071905,SW982,Synovial Sarcoma,Soft Tissue,Synovial Sarcoma
ACH-001275,4.790250739,SYO1,Synovial Sarcoma,Soft Tissue,Synovial Sarcoma
ACH-001277,1.655351829,YAMATO,Synovial Sarcoma,Soft Tissue,Synovial Sarcoma
ACH-001278,0.014355293,BIN67,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001279,0.097610797,SCCOHT1,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001280,3.365972428,SCS214,Synovial Sarcoma,Soft Tissue,Synovial Sarcoma
ACH-001283,0.555816155,TC106,Ewing Sarcoma,Bone,Ewing Sarcoma
ACH-001289,1.443606651,COGAR359,Embryonal Tumor,CNS/Brain,Embryonal Tumor
ACH-001295,1.879705766,Y79,Retinoblastoma,Eye,Retinoblastoma
ACH-001300,3.341985747,CHLA15,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001301,5.057450272,COGN278,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001302,1.570462931,COGN305,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001303,3.351910961,NB1643,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001306,0.464668267,8305C,Anaplastic Thyroid Cancer,Thyroid,Anaplastic Thyroid Cancer
ACH-001307,1.214124805,8505C,Anaplastic Thyroid Cancer,Thyroid,Anaplastic Thyroid Cancer
ACH-001310,0.650764559,HA1E,Non-Cancerous,Kidney,Non-Cancerous
ACH-001318,0.344828497,PLCPRF5,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma
ACH-001321,2.017921908,TT,Medullary Thyroid Cancer,Thyroid,Medullary Thyroid Cancer
ACH-001322,1.220329955,CME1,Synovial Sarcoma,Soft Tissue,Synovial Sarcoma
ACH-001328,0,A431,Cutaneous Squamous Cell Carcinoma,Skin,Cutaneous Squamous Cell Carcinoma
ACH-001329,2.14404637,ANGMCSS,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-001332,0,BICR78,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001333,2.039138394,C33A,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma
ACH-001334,0,C4I,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma
ACH-001335,0,C4II,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma
ACH-001336,0.070389328,CASKI,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma
ACH-001338,0.659924558,CHP134,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001339,2.324810603,COLO794,Melanoma,Skin,Melanoma
ACH-001340,0.411426246,COV413A,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001341,0,DOTC24510,Mixed Cervical Carcinoma,Cervix,Mixed Cervical Carcinoma
ACH-001344,1.244887059,GIMEN,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001345,0.378511623,GP5D,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-001346,0.555816155,H103,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001347,0,H157,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001350,0.378511623,HTCC3,Anaplastic Thyroid Cancer,Thyroid,Anaplastic Thyroid Cancer
ACH-001353,0.028569152,JOPACA1,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-001354,3.463360886,LAN2,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001356,3.037382222,MB1,Anaplastic Thyroid Cancer,Thyroid,Anaplastic Thyroid Cancer
ACH-001360,0,MS751,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma
ACH-001366,3.572889668,NGP,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001367,4.590961241,NMB,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-000303,0,SNU5,Stomach Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-001369,0,OCIC5X,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001370,0.111031312,OCIP5X,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001373,1.879705766,OV17R,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001374,3.209453366,PA1,Ovarian Germ Cell Tumor,Ovary/Fallopian Tube,Ovarian Germ Cell Tumor
ACH-001375,0.201633861,PACADD119,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-001376,1.811471031,PACADD135,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-001377,0.22650853,PACADD137,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-001378,0.150559677,PACADD159,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-001379,0.321928095,PACADD161,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-001380,0,PACADD165,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-001382,0.790772038,PACADD188,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-001384,0.739848103,RO82W1,Well-Differentiated Thyroid Cancer,Thyroid,Well-Differentiated Thyroid Cancer
ACH-001385,0.650764559,RPMI2650,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001386,2.771885579,SCLC22H,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-001388,0,SUM102PT,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-001389,0.070389328,SUM1315MO2,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-001390,0.757023247,SUM149PT,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-001391,3.007195501,SUM159PT,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-001392,0.275007047,SUM185PE,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-001393,0,SUM190PT,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-001394,1.321928095,SUM229PE,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-001395,0.014355293,SUM44PE,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-001396,0,SUM52PE,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-001398,0,SW156,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma
ACH-001399,0.443606651,SW626,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-001400,0,SW954,Squamous Cell Carcinoma of the Vulva/Vagina,Vulva/Vagina,Squamous Cell Carcinoma of the Vulva/Vagina
ACH-001401,0.641546029,SW13,Adrenocortical Carcinoma,Adrenal Gland,Adrenocortical Carcinoma
ACH-001402,0,SW756,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma
ACH-001403,3,TO14,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001407,0,UMUC13,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-001408,0.201633861,UMUC14,Urethral Cancer,Bladder/Urinary Tract,Urethral Cancer
ACH-001409,0.111031312,UMUC16,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-001410,4.415488271,UMUC4,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-001411,0,UMUC5,Bladder Squamous Cell Carcinoma,Bladder/Urinary Tract,Bladder Squamous Cell Carcinoma
ACH-001412,0,UMUC10,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-001413,1.851998837,UMUC11,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-001414,0.028569152,UMUC6,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-001415,0.028569152,UMUC7,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-001416,0.263034406,UMUC9,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-001418,1.056583528,UWB1289,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001419,0.163498732,VP229,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-001421,0.925999419,WERIRB1,Retinoblastoma,Eye,Retinoblastoma
ACH-001422,0.014355293,WPE1NA22,Prostate Adenocarcinoma,Prostate,Prostate Adenocarcinoma
ACH-001430,1.49057013,TC138,Ewing Sarcoma,Bone,Ewing Sarcoma
ACH-001431,2.370164281,TC205,Ewing Sarcoma,Bone,Ewing Sarcoma
ACH-001433,1.722466024,CCLFPEDS0008T,Epithelioid Sarcoma,Soft Tissue,Epithelioid Sarcoma
ACH-001441,0.516015147,921,Ocular Melanoma,Eye,Ocular Melanoma
ACH-001442,0,A388,Cutaneous Squamous Cell Carcinoma,Skin,Cutaneous Squamous Cell Carcinoma
ACH-001443,0.604071324,ASH3,Anaplastic Thyroid Cancer,Thyroid,Anaplastic Thyroid Cancer
ACH-001450,0,BLUE1,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001451,0.070389328,BOKU,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma
ACH-001453,0.632268215,BPH1,Non-Cancerous,Prostate,Non-Cancerous
ACH-001454,0,C10,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-001456,0.070389328,C125PM,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-001458,0.111031312,C75,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-001459,0.014355293,C80,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-001460,0.056583528,C84,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-001461,0,C99,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-001484,0,CI,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-001485,0,CII,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-001494,0,EGI1,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001495,1.257010618,EMTOKA,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000908,0.137503524,SNU520,Stomach Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-000736,0.056583528,SNU601,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-001498,0,FARAGE,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-000325,0,SNU620,Stomach Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-001509,0,H357,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001510,0.014355293,H376,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001511,0.028569152,H413,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001513,0,HCA1,Cervical Adenocarcinoma,Cervix,Cervical Adenocarcinoma
ACH-001515,0,HCS2,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma
ACH-001516,2.746312766,HCSC1,Cervical Adenocarcinoma,Cervix,Cervical Adenocarcinoma
ACH-001517,0.454175893,HEC1,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-001518,0.014355293,HEC116,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-001519,0.189033824,HEMCSS,Chondrosarcoma,Bone,Chondrosarcoma
ACH-001520,0.298658316,HG3,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-001521,0.070389328,HKA1,Cutaneous Squamous Cell Carcinoma,Skin,Cutaneous Squamous Cell Carcinoma
ACH-001522,1.744161096,HMY1,Melanoma,Skin,Melanoma
ACH-001523,0,HSC1,Cutaneous Squamous Cell Carcinoma,Skin,Cutaneous Squamous Cell Carcinoma
ACH-001524,0,HSC5,Cutaneous Squamous Cell Carcinoma,Skin,Cutaneous Squamous Cell Carcinoma
ACH-001525,0,HT3,Cervical Adenocarcinoma,Cervix,Cervical Adenocarcinoma
ACH-001526,0.584962501,HUO9,Osteosarcoma,Bone,Osteosarcoma
ACH-001528,1.40053793,IHH4,Well-Differentiated Thyroid Cancer,Thyroid,Well-Differentiated Thyroid Cancer
ACH-001529,0,JAR,Gestational Trophoblastic Disease,Uterus,Gestational Trophoblastic Disease
ACH-001530,0.014355293,JEG3,Gestational Trophoblastic Disease,Uterus,Gestational Trophoblastic Disease
ACH-001532,0.111031312,JMURTK2,Rhabdoid Cancer,Kidney,Rhabdoid Cancer
ACH-001533,0,KARPAS1718,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001536,0,KKU100,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001538,0.028569152,KKU213,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001539,0.176322773,KML1,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001540,0,KMLS1,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001541,0.124328135,KMS28PE,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001542,0,KON,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001543,0,KOSC2,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001547,0.5360529,LO68,Pleural Mesothelioma,Pleura,Pleural Mesothelioma
ACH-001548,4.564987801,LS,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001549,2.22342255,LU135,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-001550,2.295723025,MCC13,Merkel Cell Carcinoma,Skin,Merkel Cell Carcinoma
ACH-001551,0.565597176,MCC142,Merkel Cell Carcinoma,Skin,Merkel Cell Carcinoma
ACH-001552,2.23878686,MCC26,Merkel Cell Carcinoma,Skin,Merkel Cell Carcinoma
ACH-001554,1.201633861,MEL202,Ocular Melanoma,Eye,Ocular Melanoma
ACH-001555,0.070389328,MERO14,Pleural Mesothelioma,Pleura,Pleural Mesothelioma
ACH-001556,1.82374936,MERO25,Pleural Mesothelioma,Pleura,Pleural Mesothelioma
ACH-001557,1.659924558,MERO41,Pleural Mesothelioma,Pleura,Pleural Mesothelioma
ACH-001558,0.286881148,MERO48A,Pleural Mesothelioma,Pleura,Pleural Mesothelioma
ACH-001559,0.321928095,MERO82,Pleural Mesothelioma,Pleura,Pleural Mesothelioma
ACH-001560,0.014355293,MERO83,Pleural Mesothelioma,Pleura,Pleural Mesothelioma
ACH-001561,0.839959587,MERO84,Pleural Mesothelioma,Pleura,Pleural Mesothelioma
ACH-001562,0.526068812,MERO95,Pleural Mesothelioma,Pleura,Pleural Mesothelioma
ACH-001563,0.056583528,MM127,Melanoma,Skin,Melanoma
ACH-001566,3.550900665,MM370,Melanoma,Skin,Melanoma
ACH-001567,1.790772038,MM383,Melanoma,Skin,Melanoma
ACH-001568,0.298658316,MM386,Melanoma,Skin,Melanoma
ACH-001569,0.367371066,MM415,Melanoma,Skin,Melanoma
ACH-001570,3.464668267,MM426,Melanoma,Skin,Melanoma
ACH-001573,0.014355293,MOLM1,Myeloproliferative Neoplasms,Myeloid,Myeloproliferative Neoplasms
ACH-001574,1.23878686,MOLM14,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia
ACH-001577,0.250961574,MUTZ8,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia
ACH-001578,1.608809243,NCCIT,Non-Seminomatous Germ Cell Tumor,Testis,Non-Seminomatous Germ Cell Tumor
ACH-001603,2.292781749,NH12,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001605,0.084064265,NO10,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-001607,0.014355293,NOZ,Intracholecystic Papillary Neoplasm,Biliary Tract,Intracholecystic Papillary Neoplasm
ACH-001608,0,NP2,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-001609,0.111031312,NP3,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-001610,3.553360503,NP5,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-001611,1.411426246,NP8,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-001613,0,OCIAML4,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia
ACH-001616,0,OCILY18,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001617,0.650764559,OCILY7,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001618,0.941106311,OCIM2,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia
ACH-001619,0,OCUG1,Intracholecystic Papillary Neoplasm,Biliary Tract,Intracholecystic Papillary Neoplasm
ACH-001622,2.17951105,ONDA7,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-001623,1.263034406,ONDA8,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-001624,0,ONDA9,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-001625,0,OSC19,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001626,0,OSC20,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001627,0.097610797,P4E6,Prostate Adenocarcinoma,Prostate,Prostate Adenocarcinoma
ACH-001628,1.618238656,PEA1,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001630,0.378511623,PEO1,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001632,0.713695815,PEO4,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001634,0,PGA1,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001636,0.137503524,RAMOS,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001638,0,RCK8,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001641,0,SAT,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001642,1.176322773,SCC3,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001645,2.912649865,SEKI,Melanoma,Skin,Melanoma
ACH-001647,0.056583528,SHI1,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia
ACH-001648,0.454175893,SHMAC4,Prostate Adenocarcinoma,Prostate,Prostate Adenocarcinoma
ACH-001649,0.028569152,SHMAC5,Prostate Adenocarcinoma,Prostate,Prostate Adenocarcinoma
ACH-001650,0,SISO,Cervical Adenocarcinoma,Cervix,Cervical Adenocarcinoma
ACH-001651,0.056583528,SKGI,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma
ACH-001652,0.454175893,SKGII,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma
ACH-001664,0.90303827,SNU638,Stomach Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-000344,0,SNU668,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-001655,0,SKN,Uterine Sarcoma/Mesenchymal,Uterus,Uterine Sarcoma/Mesenchymal
ACH-001656,0,SKNO1,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia
ACH-000898,0.084064265,SNU719,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-001668,1.292781749,SUSA,Non-Seminomatous Germ Cell Tumor,Testis,Non-Seminomatous Germ Cell Tumor
ACH-001669,0.925999419,TANOUE,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-001670,1.049630768,TASK1,Embryonal Tumor,CNS/Brain,Embryonal Tumor
ACH-001673,0.163498732,TFK1,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001674,3.374343989,TGW,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001677,0.014355293,U2904,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001685,0,UHO1,Hodgkin Lymphoma,Lymphoid,Hodgkin Lymphoma
ACH-001687,0.214124805,UMRC3,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma
ACH-001688,0,UMRC7,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma
ACH-001690,0,UPCISCC026,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001692,0,UPCISCC040,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001694,0,UPCISCC074,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001696,0,UPCISCC111,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001698,0,UPCISCC116,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001699,0,UPCISCC131,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001701,0,UPCISCC200,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001702,0,VAESBJ,Epithelioid Sarcoma,Soft Tissue,Epithelioid Sarcoma
ACH-001703,0.35614381,VAL,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001707,0,WAOSEL,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001709,0,WSUNHL,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001711,0.485426827,PFSK1,Embryonal Tumor,CNS/Brain,Embryonal Tumor
ACH-001712,0.097610797,HS860T,Osteosarcoma,Bone,Osteosarcoma
ACH-001715,1.063502942,CAL72,Osteosarcoma,Bone,Osteosarcoma
ACH-001716,2.500802053,GOTO,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001719,1.207892852,OCIC4P,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001735,3.025028794,SEMK2,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-001736,0,HB1119,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-001737,0,CTV1DM,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001740,0.097610797,RH28,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-001743,1.333423734,RC2,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-001745,1.86393845,RHJT,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-001750,1.176322773,TTC442,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-001751,1.485426827,RH36,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-001765,1.613531653,RH4,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-001786,0,SNU1544,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-001791,0.137503524,LPS6,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001793,0.575312331,LPS27,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001794,0.042644337,93T449,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001795,0.176322773,94T778,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001796,0.970853654,95T1000,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001799,0.056583528,LPS141,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001802,0,LPS853,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001804,0.097610797,LPS510,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001807,0.028569152,LPS067,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001814,0.150559677,OS252,Osteosarcoma,Bone,Osteosarcoma
ACH-001818,0.056583528,C396,Osteosarcoma,Bone,Osteosarcoma
ACH-001819,0,MFM223,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-001820,2.56315813,COLO824,"Breast Neoplasm, NOS",Breast,"Breast Neoplasm, NOS"
ACH-001834,2.124328135,ICC10,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001835,0.584962501,ICC106,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001836,0.084064265,ICC108,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001838,2.13422094,ICC12,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001839,1.851998837,ICC137,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001841,0,ICC15,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001842,0,ICC2,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
